date,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,TAGZ5,XLM,LINK,ADA,XMR,LEO,TRX,HT,CRO,STO,DASH,ETC,MIN,HEDG,NEO,ATOM,MIOTA,HEX,ZEC,XEM,MKR,INO,ONT,OKB,DOGE,FTT,BAT,PAX,VET,ELAMA,PLF,DGB,BTG,MWC,CCXX,ZRX,HYN,INB,DCR,TNC,THETA,OMG,DNA,ICX,DOT,WBTC,DAI,YFI,LEND,CEL,SNX,AAVE,UNI,CETH,FIL,CDAI,CUSDC,SOL,ZIL,COMP,HBTC,KSM,WAVES,EGLD,AVAX,SUSHI,UMA,RENBTC,STX,LRC,NEAR,LUNA,NANO,RSR,ALINK,GRT,ESD,ALGO,TUSD,REN,NEXO,BCHA,QTUM,RUNE,HBAR,HUSD,NXM,CHSB,ZEN,AMPL,BTT,AETH,EWT,KNC,XVG,QNT,UST,SC,SNT,LSK,BAND,IOST,BAL,AMP,VGX,CAKE,CRV,RVN,MATIC,ENJ,X1INCH,FLOW,FTM,ZKS,MDX,XSUSHI,BNT,NPXS,XVS,BTMX,HOT,ICP,SHIB,KLAY,SAFEMOON,TEL,TFUEL,CHZ,HNT,STETH,MANA,FEI,ONE,AXS,XDC,KCS,TITAN,LUSD,OMI,CUSDT
2018-11-25,69749265801,NA,12043900588,15104646163,3226002256,0,1832205976,3035993644,677616315,358154276,NA,3056464074,90799800,978106514,963569317,NA,813501385,54980220,NA,NA,774064956,506501656,NA,NA,501206550,NA,799101059,NA,373542131,623595600,233107166,4599400,250702883,NA,260041720,NA,170826273,141951721,259903587,NA,NA,122204320,337152242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-26,65739289046,NA,11206775318,14334393936,3181915944,1952224634,1744724141,2885294143,644376285,345387287,NA,2772932682,99353100,928344688,883434184,NA,766662431,52942212,NA,NA,752903721,458881687,NA,NA,463816600,NA,760107028,NA,352606574,617170500,235154942,4493720,224634621,NA,245848748,NA,162297004,137677470,240356902,NA,NA,118737895,308742243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-27,66468970322,NA,11382216773,14524416370,3130144346,1606993185,1843430374,2746076768,642623575,343450612,NA,2765411485,100654400,945329512,948508582,NA,779470163,53432214,NA,NA,754732417,481952499,NA,NA,471851900,NA,750651066,NA,390756096,677827800,238900946,4440480,224129535,NA,244511715,NA,166379198,137536983,245175364,NA,NA,135063191,311343394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-28,74072560088,NA,12670491119,15750125594,3322936116,1711710041,2054986531,2971913051,698070712,353582921,NA,3107568323,116011000,1089471060,1054637959,NA,963170387,56731227,NA,NA,842897092,530683750,NA,NA,545141350,NA,835885362,NA,426650473,734706000,276778257,4679200,252327019,NA,263216105,NA,201849526,135280581,290697047,NA,NA,156891738,341077365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-29,74451016927,NA,12166285642,15306739230,3164359444,1714035178,2006241775,2738537137,699335928,342061272,NA,3162026099,120673703,1085456214,1015978758,NA,1038039758,56214318,NA,NA,818918585,524735425,NA,NA,548535292,NA,852590933,NA,470026829,713361099,274785542,4661472,241216813,NA,262631886,NA,200470294,144085542,294809089,NA,NA,155157143,327692256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-30,69904637061,NA,11716096076,14616841112,3026267124,1665338348,1903850875,2612613989,664273799,300681495,NA,3038484778,112784611,1008977118,959487660,NA,951790054,53991161,NA,NA,778485613,489683596,NA,NA,501214014,NA,797837804,NA,433150271,676010119,262192513,4589390,226613141,NA,253728206,NA,198443430,162916906,264340786,NA,NA,141653684,320770204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-01,73346194969,NA,12284117522,15038289184,3010070869,1634820282,2039473601,2679991965,691761389,311561385,NA,3185998397,116442288,1075155852,990924481,NA,1004282933,59023160,NA,NA,808121723,516594797,NA,NA,532049325,NA,837114591,NA,430406463,702613316,281276597,4698007,237901586,NA,263750542,NA,208706647,168225538,280955759,NA,NA,152125174,325829633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-02,72050487506,NA,12053770487,14825428858,3010194661,1754285184,2002705712,2582234218,686750930,299053526,NA,3070486824,110480027,1080429209,982006148,NA,987857122,60967689,NA,NA,789324067,548592459,NA,NA,517354499,NA,823651399,NA,424699693,701127573,289184554,4693490,238314715,NA,263285351,NA,214674034,167865500,272996726,NA,NA,147271649,315179691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-03,67779050170,NA,11282911404,14064337569,2795421069,1650988749,1846319082,2350428736,668286590,267275397,NA,2864296545,100968609,1002625724,911297849,NA,917251052,63139114,NA,NA,719733058,480661858,NA,NA,478060115,NA,764009730,NA,380351710,666006644,280304279,4504444,218845074,NA,278040470,NA,197009681,185856039,251881069,NA,NA,132149140,296475630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-04,68878292608,NA,11418617063,14204552399,2617978806,1576176080,1853542250,2225210584,769203427,264751630,NA,2829537833,100734096,977433742,947031595,NA,953286940,63374788,NA,NA,725531607,469711644,NA,NA,494666522,NA,773703420,NA,401810272,691938550,306272526,4521449,214658515,NA,257494595,NA,193362126,175434869,255496373,NA,NA,135885563,284424013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-05,65352496336,NA,10618884099,13640400736,2283779814,1508531943,1741570136,1989562136,782739422,237260129,NA,2605185368,89814396,888035722,858861666,NA,922861947,57429647,NA,NA,661320766,429285710,NA,NA,454842102,NA,719163019,NA,357789062,685412105,267973166,4423992,194191987,NA,255697625,NA,175584268,161948237,245837074,NA,NA,121668209,265775214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-06,61303965508,NA,9510417097,12539238458,1882490958,1812321980,1602141067,1692853131,647677223,212155168,NA,2292004338,77956051,798494898,773662072,NA,847781486,57241189,NA,NA,560562874,374775734,NA,NA,393186571,NA,657728993,NA,317225651,625600713,249775038,4152676,162887364,NA,245980363,NA,149346228,166516606,228029381,NA,NA,114400056,242723259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-07,59547645578,NA,9671177427,12359838916,1869734341,1815577191,1503108920,1579752652,592344303,225541698,NA,2208988598,75763778,774280073,772577475,NA,876069050,57597087,NA,NA,574337061,409746021,NA,NA,395101861,NA,656354207,NA,320461055,645003769,248134805,4025078,162024091,NA,246818848,NA,160382245,170418118,217386690,NA,NA,106918468,215937097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-08,60531278392,NA,9555327946,12575595451,1820816062,1724720837,1479137860,1670778477,614811505,239542619,NA,2280468669,79898994,795394849,757913497,NA,892118083,55726734,NA,NA,586870923,411493661,NA,NA,393348326,NA,647837857,NA,311393090,639047611,249145917,4244526,162136233,NA,248738484,NA,163064346,176680302,216678473,NA,NA,109397809,208616061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-09,62942160928,NA,9866414732,12825284624,1918499081,1702607764,1543919019,1841702984,635567539,245911010,NA,2382715091,83926770,821695910,794173848,NA,902611068,56114354,NA,NA,650016794,426107667,NA,NA,416637091,NA,678867293,NA,330811401,668936747,250776056,3583702,167517238,NA,246649040,NA,170103703,176367943,225711914,NA,NA,111594436,217903487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-10,61004445982,NA,9509816315,12432208489,1878384641,1668422467,1465168782,1755655525,616360814,219203148,NA,2266294963,76675209,783071164,742017810,NA,882182593,55682002,NA,NA,584654430,417272851,NA,NA,397806769,NA,644904895,NA,307337235,648523173,234426785,3421003,158501157,NA,246427924,NA,166768404,173047678,212564615,NA,NA,104764985,208164742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-11,59650201102,NA,9227301064,12333147092,1786818888,1579730163,1416941471,1675492691,646239850,221351450,NA,2162527149,78186886,766165271,711055212,NA,880508583,54334375,NA,NA,544955290,399459236,NA,NA,380243925,NA,626231130,NA,294873751,629961796,237078769,3154459,154260041,NA,245087586,NA,161956577,166536782,206830595,NA,NA,97969585,199956019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-12,60741625426,NA,9400044026,12577803841,1796083515,1555368511,1458445719,1793934573,657022817,252841506,NA,2178919202,79365652,793596929,731116978,NA,884591712,55373637,NA,NA,556736454,416744766,NA,NA,393494996,NA,647268201,NA,301807499,628012308,231959725,3028863,156585988,NA,247778497,NA,170995758,160345391,206791314,NA,NA,97439941,208105350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-13,57728688216,NA,8981108543,12279148093,1581083402,1372187886,1409664572,1677254663,608308845,226061341,NA,2028016987,71993569,756817501,681731507,NA,865075082,53380618,NA,NA,520511825,413709343,NA,NA,372337618,NA,756336730,NA,281333791,598165492,247717116,3001161,148542668,NA,242442810,NA,160873980,156280505,195628846,NA,NA,90070371,197434193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-14,56494379457,NA,8751209554,11819314866,1407338099,1230477651,1397818608,1656986238,592960009,226727003,NA,1872152898,71026150,735240139,653878578,NA,849070529,52749424,0,NA,507711640,397174412,NA,NA,367209871,NA,592255151,NA,268330847,552705019,247102019,2968065,138512862,NA,243041742,NA,160877855,154623179,187394752,NA,NA,88705166,189670161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,56400691425,NA,8766638124,11700328892,1354857549,1193239758,1417098012,1721765533,596838783,236341665,NA,1828089362,71174852,733050648,646798250,NA,849683642,52738071,0,NA,531579384,388862660,NA,NA,367175999,NA,610946720,NA,274060515,521605650,246752723,2987761,133215038,NA,248156317,NA,153620900,154885033,186332346,NA,NA,93198558,209675205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-16,56685436644,NA,8853567311,11784050729,1429835840,1354525811,1525579986,1735542213,607596554,239425842,NA,1844147765,72408560,754560639,655016345,NA,865476180,52663924,0,NA,537290073,388750640,NA,NA,371308540,NA,618399305,NA,280970055,545768096,260655433,2889625,134441540,NA,249589839,NA,157222529,155053941,189666037,NA,NA,93428263,194169106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-17,61798926687,NA,9880456239,13388520904,1582485422,1431003874,1744804499,2173786215,668386725,254647153,NA,2102859435,81697552,851032497,729771992,NA,945171695,56170190,15470623,NA,606672088,427934454,NA,NA,426827322,NA,716986248,NA,308778689,593684347,285470174,3105586,169552877,NA,297529700,NA,168798579,153014000,223571284,NA,NA,109027247,216822075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-18,64422587801,NA,10503295749,14273429559,1842897809,1482162325,1797254323,2396904100,732511504,265895131,NA,2191827994,94578831,900577014,775841297,NA,985731823,57000118,17855903,NA,625677906,449091194,NA,NA,442839631,NA,805604248,NA,320950050,601583799,317330694,3233015,201679937,NA,315219760,NA,172389674,150998250,229430751,NA,NA,124133799,222997888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-19,65299132785,NA,10521416481,14346541679,2250407550,1515620025,1770286212,2262821400,718336896,271902941,NA,2190204823,103720962,895652795,771461419,NA,1041199795,57018666,23400877,NA,633626897,472854188,NA,NA,436227760,NA,783100564,NA,315761264,618578497,309998850,3285217,180395222,NA,319482826,NA,168145143,151009728,234035560,NA,NA,125663641,226217588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-20,72078243771,NA,12076674310,15416266366,3403293234,1962852761,1957741036,2496639637,757623268,286665209,NA,2423401333,118477117,1021545369,917561590,NA,1155486076,59803971,37410186,NA,845083716,512332690,NA,NA,473987448,NA,968527646,NA,363522694,682690657,317839729,3765728,195990632,NA,320894679,NA,182426864,151123084,253700545,NA,NA,133886104,261880462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
