Datetime,btc,eth,usdt,bnb,ada,xrp,doge,dot,usdc,icp,bch,matic,uni,ltc,link,xlm,etc,sol,busd,vet,wbtc,theta,eos,trx,fil,aave,shib,xmr,dai,neo,klay,okb,ceth,atom,mkr,cro,bsv,cusdc,miota,cake,rune,xtz,ftt,algo,cdai,safemoon,cel,ksm,ht,btt,luna,AVAX,comp,hbar,leo,snx,dash,egld,sushi,ust,tel,amp,hot,dcr,xem,yfi,zec,waves,tfuel,enj,zil,nexo,chz,near,pax,tusd,hbtc,qtum,hnt,btg,steth,bat,mana,zen,stx,dgb,nano,fei,ont,grt,sc,one,bnt,husd,omg,chsb,ftm,zrx,uma,xsushi
2021-03-15,1111684638819.07,215367930757.89,38391230641.18,41037415793.37,34009748229.64,20362356691.72,7610317577.68,35929717095.65,9410543236.69,,10516035516.60,1934605562.34,16125156715.34,14448609800.11,11951512086.25,8937595264.51,1510838527.17,3914890622.84,3136916298.94,4386510384.05,7999957425.82,7513821401.01,3840302177.69,3699452761.84,3161301690.41,4800061930.59,0.00,4199011310.22,2760920084.26,2828914452.77,0.00,4233283819.24,2583357478.44,4472796553.91,1873600451.95,4737495527.24,3782250135.53,2536978875.33,3685104363.30,1496441038.09,1307274846.00,3045827485.42,3738493022.77,2971683311.69,2681569235.45,0.00,1933457526.14,2705419704.42,2791715965.17,1139351383.08,6496754890.78,3770070595.03,1939232004.35,2801685264.59,1919151898.62,2907939491.17,2366598275.34,2319784300.35,2926352165.28,1026406078.15,405177589.28,906405523.18,1352290239.99,2264205425.97,3037474241.13,1307011863.55,1595036494.42,991453979.91,0.00,2252505421.82,1980548321.19,1435439836.18,3565198996.05,2130688271.47,727174898.09,298859557.46,1672143708.05,614151019.56,481722402.10,583824128.49,337871232.22,1162925939.17,1383319087.62,589128006.61,1213902810.88,838452610.39,680929846.19,,876131121.28,2153761026.43,692718813.11,782463702.70,1277532010.65,545719888.11,722219373.26,1283971225.30,1012968673.48,1026165507.00,1371101947.69,1497167351.86
2021-03-16,1049197142851.56,207264868908.99,38533359862.69,39434323550.85,33196924181.25,20046575704.50,7324737827.11,33698594020.46,9519577208.06,,9838994506.81,1973170419.49,15449946475.73,13393811285.79,11379024518.81,8750762254.83,1433016541.88,3802503168.32,3104345861.82,5173533049.63,7513251953.96,6800777426.51,3664299538.58,3660692716.03,3066932662.69,4595019762.13,0.00,3978233750.13,2777224738.71,2754970099.89,0.00,3997374205.22,2469208962.12,4830787771.02,1823786335.60,4479323268.03,3581357058.51,2542280606.62,3567023666.61,1333791098.38,1328264404.06,2971247288.63,3594906872.11,3119862398.48,2638334932.73,0.00,1853816057.26,2797768983.42,2661953887.32,1076370960.65,6551218237.45,3728828896.12,1893113506.83,3029209805.41,1951611084.53,2803678740.27,2248968532.39,2279912191.13,2751812357.71,1065669555.74,369271241.99,882332576.23,1272819703.89,2137827097.49,3362894054.42,1251268241.68,1496865914.71,970965479.33,0.00,2573174674.43,1931065082.54,1460986692.87,3237700735.66,1893107194.18,764993700.83,307352726.15,1567903162.22,619396135.21,474844691.73,538159454.47,327760427.15,1146407388.88,1423743295.78,540503777.22,1195202400.48,881754185.71,662689777.06,,930896395.15,2110190648.80,899519961.06,804693182.61,1245195602.13,571693518.73,710304262.89,1258314643.38,948111559.52,1023967682.19,1352643526.04,1383600678.78
2021-03-17,1060221966894.74,207059072434.73,38715432782.03,39929253304.22,39776083076.16,21256330226.00,7556337741.53,34537765726.03,9518430137.64,,9856759259.42,1861072864.42,15471158515.33,13370807884.08,11455152823.08,8997867169.53,1441568269.26,3652666107.39,3052186045.23,4779722505.25,7708134143.25,7017735947.64,3878299818.62,3755016761.29,3615023414.31,4616688672.83,0.00,4094058325.03,2806863351.55,2880569521.14,0.00,3964956995.59,2592227610.44,5032005513.36,1860362319.64,4950314290.51,3635618929.49,2486476949.10,3687237565.31,1343818011.54,1301773238.28,3081035817.75,3548338760.29,3114549431.53,2800441756.69,0.00,1886170459.67,2876978619.79,2679002424.72,1059102991.37,7965454826.48,4205874671.59,1883838628.06,2592363382.56,1969280383.84,2762524068.29,2251246170.40,2264315669.41,2809325789.21,1136234636.91,435830905.76,845561852.81,1197953765.45,2142239642.39,3583025101.88,1257562431.11,1511850760.32,984089868.27,0.00,2376336916.37,1840090787.61,1511480877.51,2780297833.24,2049775243.66,766105218.00,302736658.19,1563025501.61,657705492.37,521275490.41,541868942.51,328378342.52,1532925830.28,1193467356.66,595682428.83,1190937809.38,943948171.09,660866287.80,,949270878.19,2089978723.14,858810902.53,785069393.03,1230778217.99,572546383.20,726496659.44,1289634599.56,965208200.12,1075066349.68,1386443770.34,1407550781.62
2021-03-18,1101028543248.46,210150824167.56,38960558816.21,41811497472.20,44206349365.29,21705878435.49,7517749272.84,35349519331.47,9603930632.69,,10103021666.75,2041702242.00,16441859239.59,13782080520.88,12766293603.30,9175213222.16,1457598603.58,3813907144.36,3083791418.03,4995474714.19,8020321879.26,7780103945.92,3899264583.89,3938568722.01,5350371555.61,4770219131.43,0.00,4233599019.19,2855121285.85,3221045860.14,0.00,3965911041.96,2628088208.17,5020358014.31,1922693751.68,4979338310.42,3659069032.64,2568688230.22,3769149924.00,1409366330.77,1367086069.27,3338922501.28,3658758471.46,3340950177.88,2629219070.64,0.00,1938017196.53,3088626172.56,2681192417.60,1096333928.62,7726109196.72,4195909504.22,1920230030.51,2750224827.65,2030581231.27,2839122880.35,2307504258.64,2378267749.42,2792065758.19,1189864975.53,417412932.62,917985343.83,1289726899.05,2127985728.71,3551031979.23,1275694011.97,1590247888.10,1016316200.70,0.00,2308073398.45,2304888403.38,1546603835.98,3065244836.35,2010951874.17,766071880.13,310835018.14,1645428100.98,640890928.98,566635023.48,557530222.23,321599551.35,1827211347.30,1412049603.24,597829639.13,1271985281.64,987585710.74,690061743.28,,1015815672.32,2116247970.85,973006447.11,765277159.93,1288168276.19,569167979.52,783962622.53,1420049573.06,1103614451.12,1102167450.18,1376073904.18,1399024000.55
2021-03-19,1081065767945.87,205022936620.99,39026603881.10,40603807044.02,39635535373.70,21683764043.52,7429523848.35,34684937913.02,9735135431.10,,9910430109.57,1974528407.61,15673535367.82,13393000264.41,12218743848.28,8981701781.31,1420774552.70,3818502582.11,3188435695.00,5048907792.55,7897719237.93,8411995291.72,3991894802.21,3841386172.28,4590835443.43,4534211107.53,0.00,4099905306.98,2873992089.48,3083926026.50,0.00,3906066056.53,2614154983.82,5341341154.96,1915432090.15,5611128195.39,3840760760.97,2605894432.85,3696528599.15,1366599277.54,1317733180.03,3268655398.11,3528304963.82,3275796118.60,2640987133.79,0.00,1947988913.70,3324751146.09,2666116452.21,1093172056.45,7484647899.67,4251465498.93,1890682204.13,2622516676.00,2031070301.45,2758169721.78,2272836015.64,2306234039.56,2764554534.47,1246903328.72,401151575.55,953670521.72,1282332610.88,2112835711.22,3416919420.10,1295901179.09,1577721125.07,1034800763.32,0.00,2505995417.54,2123155997.59,1543210278.45,3457147518.81,1950505064.02,747214364.23,316095124.10,1618927317.36,660582574.81,546937685.73,542901571.77,318143497.95,1797430093.69,1300911904.45,620230451.42,1393247598.85,976738684.77,672880124.12,,961400107.87,2073807993.21,1084970500.35,904554006.88,1287113567.61,545357999.75,862113459.68,1299730451.29,1016979706.45,1159032375.61,1389233242.70,1402918946.56
2021-03-20,1086741150606.82,209188785173.59,39402122650.77,40708892326.85,41583044699.26,21486188493.98,7528469476.70,37374066395.85,9995845147.43,,9967655436.75,2032593896.32,17308220331.31,13370408734.03,12440446322.46,8989343173.91,1431332459.71,3784530964.20,3210406405.94,5287597177.31,8026732199.70,8212466381.81,3980023771.54,4205777176.51,4904128106.00,4626191465.00,0.00,4156031936.06,2871152682.25,3122082557.00,0.00,3926914514.05,2717467010.02,5320921062.80,1895287743.77,6161553668.66,4009125198.37,2648735721.47,3707989510.04,1361629783.59,1304423397.66,3241393141.64,3581654559.93,3261716291.37,2629110610.92,0.00,2022807684.17,3462256331.20,2619693352.26,1568134824.99,8200198554.17,4841288250.69,1976933398.07,2620001691.77,2008531942.46,2952552243.03,2269615881.15,2326438786.37,2834120282.74,1284421583.82,401687151.06,1009873070.18,1481744927.09,2070906853.73,3446451647.82,1305663360.61,1632023457.04,1027854434.44,0.00,2317593764.93,2149653673.43,1579965725.71,3255853600.80,1998007864.50,755121517.05,299741426.24,1640015645.83,729754083.64,662489384.92,542644530.34,331655174.39,1765621573.41,1281056781.98,652874652.29,1441534043.99,1085419179.70,679360637.91,,969608899.27,2080033025.02,1173121683.72,1081579743.75,1361377650.91,566287593.00,833782728.95,1243075775.42,1053368005.54,1188529478.62,1463918874.29,1431812694.26
2021-03-21,1090022321077.50,209455699202.52,39691193064.48,41004900988.47,38792953193.45,24299248758.43,7634534867.58,36835725243.03,10047460400.69,,10087523319.36,1935686656.09,16725882113.93,13364415001.05,12375458215.40,9490378148.27,1439692846.39,3827195162.45,3247247756.38,5869177405.73,8022200511.39,8405023570.39,4184050925.37,4404127333.14,4884445974.15,4637982989.22,0.00,4161136090.27,2872010682.94,3052142295.01,0.00,3911510096.55,2730387692.36,5047683679.66,1939006073.95,5504872059.10,3858894389.05,2781271547.90,3951942046.85,1389002902.91,1355927160.79,3347761135.54,3580120211.96,3170559338.79,2623954626.09,0.00,1917992269.15,3528394818.22,2638566451.65,1899980303.21,8553996130.85,4421209366.28,1877164749.67,2430601154.15,2014749503.93,2952938033.28,2295254648.99,2398009943.22,2735139594.06,1303211668.21,371488187.51,1075565730.84,1408693528.79,2118849820.01,3311354127.09,1272527774.98,1699203588.38,1026469743.87,0.00,2092904489.10,2048609890.56,1514997052.83,2916231907.75,2045549897.23,800242645.98,299858664.29,1633560105.63,690915807.36,621080308.99,545102717.76,324579083.50,1647466267.81,1208392496.29,647727545.86,1322352586.73,1023341387.97,677733900.12,,978801431.86,2112548009.01,1124686936.95,1071225227.02,1390897561.73,611211716.64,802070475.12,1122751946.54,1099525975.55,1151513303.16,1463027171.97,1387497470.19
2021-03-22,1074356788297.18,206013222508.09,39733383314.97,40931038994.93,38071795657.28,23912350892.24,7393832359.19,35952735874.88,10222586940.03,,9823305336.75,1909055446.04,17114962741.79,13080246746.93,12145546075.75,9172806493.68,1397475972.00,3820743747.18,3231894352.24,6112684530.17,7917891411.68,9542831906.25,3978178553.59,4496790311.04,4819290051.09,4569557467.60,0.00,4160732427.08,2893058264.84,3000390180.33,0.00,3802855192.54,2726825007.93,4910495197.26,1901120762.48,5609299291.05,3777124920.17,2727148967.50,3903488414.58,1416563295.82,1312717757.21,3191814961.65,3503818492.24,3078726359.51,2631663953.76,0.00,1915425434.13,3616781993.30,2553488242.02,2365403342.89,8954131768.65,4211026792.75,1808968130.95,2579729228.95,2036263885.65,2900242066.09,2220843498.69,2393631521.87,2635388981.42,1335453603.06,350090253.27,1034395143.49,1402926674.45,2120018483.19,3293349954.94,1280825279.84,1621769229.76,997856307.00,0.00,2281860408.87,2078869018.36,1523952305.57,2977347036.67,1962209356.57,806019906.97,300513523.28,1611395836.76,680950380.73,725071507.13,520429972.24,318975718.50,1650230068.17,1291363599.63,632122271.90,1352777346.92,996549402.84,665024422.85,,956312526.19,2076698107.63,1183767807.55,1619067063.00,1352524462.15,629785030.40,783702097.50,1246686994.40,1066064683.29,1110055194.19,1442195853.76,1224334643.14
2021-03-23,1020641820438.66,195434685366.63,39779162452.00,39834881552.67,35708026844.14,25443377644.78,7186846705.62,34774273754.17,10262107981.30,,9581623848.11,1757667620.44,17238680313.12,12489121729.55,11445401294.04,9038921590.19,1372100149.70,3996883816.29,3361922725.38,5847018786.40,7497203245.58,10273634913.27,3943438182.57,4324110290.31,4603346612.29,4216002632.19,0.00,3940260614.49,2920382549.91,2903529399.91,0.00,3678230865.24,2635206325.84,4634483618.80,1789806687.49,5364619991.78,3846157127.41,2697967611.95,4143162228.98,1533139643.27,1235836868.96,3143232138.10,3288422171.08,2895926863.08,2631831084.38,0.00,1881478253.74,3993464665.69,2377574071.94,2237386954.13,7901001405.16,3795055172.74,1708119374.19,2424285636.87,2027384153.99,2699927986.23,2099648798.01,2356243857.78,2446361901.01,1368166973.95,380012659.86,976203705.83,1344839460.11,1967475423.84,3331075613.74,1213788155.45,1545781603.07,992116501.26,0.00,2038827889.11,1936871311.98,1378809295.33,2774125598.22,1782133062.82,778424734.99,299047886.48,1515390804.77,684264180.89,664380650.74,562840908.63,298103060.57,1642902760.65,1227428049.73,585582101.37,1334868588.49,955159586.45,638678747.18,,985650030.37,1919245676.61,1043081541.82,1466482420.48,1269218357.24,581750269.68,749506603.74,1190119417.22,1022389580.57,1087259338.64,1377283012.67,996483590.13
2021-03-24,1017637245492.02,192388701720.42,39679592730.53,39376090108.77,36009559805.77,25328216010.82,6929411775.53,33531597127.34,10297325819.50,,9566749356.35,1661267285.62,16055382395.31,12449308448.33,11144570874.81,9041522354.00,1426246034.23,3797038254.77,3379532049.76,5412882664.32,7502887275.10,13178116548.29,3916793473.81,4192817484.54,4954574345.32,4118229794.52,0.00,3899155401.91,2916556409.54,2889879331.53,0.00,3640794128.73,2678789274.51,4477710605.89,1816147063.65,5369403621.61,3990371640.10,2843311850.06,4644510192.22,1589186902.38,1194498911.85,3149429998.74,3255078054.18,2897944984.01,2630826403.13,0.00,1891352875.54,3812363384.37,2341941125.33,2027590500.60,6838247563.46,3659646314.16,1620210425.03,2519655155.47,2018034087.98,2585746179.42,2080987539.59,2270379316.57,2295029554.68,1397152653.31,393834375.14,941751397.52,1420350999.37,1972523249.05,3273269553.59,1222659799.80,1496110659.59,1143598738.07,0.00,1896891923.28,1980262271.27,1365364257.54,2716458789.45,1742033976.37,783059349.88,306696651.72,1524027099.15,719908858.12,601770881.81,588257832.12,296240548.82,1576740909.10,1130731615.12,560484798.77,1341191879.39,922657085.85,645587007.51,,1082111286.26,1847384873.42,1056321255.66,1478686441.89,1252973200.45,593506451.20,789102115.54,1177591248.81,966431497.91,1133578539.88,1327363564.07,933743647.50
2021-03-25,982797427007.26,183005042939.68,39874985485.65,38516791584.36,34095874084.33,22421022550.64,6729987270.27,30045752287.98,10378845922.45,,8948436252.84,1628595308.35,14351045746.38,11920888477.36,10316828244.10,8233555497.86,1329152066.68,3673111725.43,3312211766.45,5553317431.17,7264758452.12,11365538756.93,3544847445.84,3998235094.44,5239968618.42,3860696973.41,0.00,3788869966.87,2915360929.25,2821088056.93,0.00,3491526806.48,2634153984.90,4212382674.47,1648878030.13,5511078586.72,3647698251.05,2941719369.56,3968931749.87,1712876185.81,1075725011.48,3089734437.59,3064208434.53,2707590346.50,2669517133.70,0.00,1819476763.31,3894045751.96,2304261030.84,2156074919.73,6652850176.23,3345930074.99,1558886721.49,2395422511.42,2010298833.88,2388744120.63,1930007259.88,2122383922.08,2071251249.08,1423201063.93,374670570.60,883669808.58,1312402368.72,1888484444.56,2976058756.60,1127167596.25,1396996020.13,1097840611.15,0.00,2010086722.18,1893534027.48,1316841537.85,2620561939.92,1604663835.61,787907741.66,323989648.05,1473440850.92,754519392.54,528368903.08,549706544.00,282328022.24,1486243159.66,1134868038.82,515463303.63,1269585997.34,928215557.17,600591070.51,,991686768.91,1719852735.12,934218408.23,1791171392.69,1171334074.63,591107971.15,722863872.39,1103261496.91,869042922.82,1056517099.07,1205996444.95,873808726.21
2021-03-26,959155260366.74,182810172113.94,40325387954.37,36192768189.38,35106594429.13,23454220010.34,6575327768.22,29046963177.40,10525664762.64,,8835406677.33,1501611739.81,13766080139.98,11454761058.00,10578695985.60,8153662373.28,1286397779.72,3458196577.61,3275482299.19,5276354219.97,7112553202.74,13096379591.83,3502718472.03,3969212223.92,5467789226.43,4037895917.17,0.00,3841052717.74,2922014257.53,2719775337.63,0.00,3256100186.25,2614180388.71,4066850822.52,1698038848.57,5169991804.92,3585067497.01,2949260187.40,3707555417.46,1689538204.97,1104988597.83,2991699680.78,2893591620.77,2708129356.71,2647233103.10,0.00,1855229009.09,3662630290.87,2264757419.34,2135751511.57,6515999708.57,3267591871.35,1610825293.15,2360968132.21,2012667645.30,2378105855.12,1887967247.44,2112880716.56,2057943593.83,1438220373.21,335027953.19,858307245.44,1372808830.58,1868904366.29,2868442957.77,1145443438.87,1344494983.23,1047345855.89,0.00,1954054715.61,1823593345.52,1360938145.83,2565605500.82,1576235014.89,789606936.91,325348518.44,1439621696.04,845402741.89,529870922.05,522579931.13,281726610.53,1444838911.04,1081251221.69,491857682.55,1239548513.01,861328043.98,551855359.54,,936253012.79,1629392919.92,901054020.11,1666626484.71,1158429174.01,593297055.35,692619226.25,1097113738.08,821738124.14,995333996.99,1146909698.67,870523017.39
2021-03-27,1027209990794.89,195511706252.94,40289735331.71,39235816415.85,38738000195.68,26022913036.42,6940289324.52,32342912958.14,10839740837.13,,9472829222.59,1679544725.11,14986439483.53,12203578088.60,11372637267.06,8758278068.96,1363989514.12,3952457817.83,3382097756.71,5839354654.44,7559879403.49,12416691563.69,3978352590.29,4651159604.35,7663405093.84,4475542257.82,0.00,3960941479.72,2959347420.70,2933355464.00,0.00,3419906212.58,2724677146.26,4495552704.28,1793607285.85,5350545892.46,3783796227.29,3012887383.29,4040798180.82,2088245249.30,1370663391.00,3203703116.52,3155852778.53,2917155353.31,2653521336.20,0.00,1866275822.69,4061062081.67,2350230022.12,2358148059.44,7367382078.62,3594381859.96,1651286724.16,2655208724.70,2046080837.00,2600665234.62,2039860314.06,2438160137.76,2358179881.24,1486848213.04,383526071.72,904204030.43,1844162207.78,1988892187.41,3155192872.59,1199771356.06,1450697910.49,1213135501.10,0.00,2140529367.74,1986429241.27,1493051256.98,2747103359.81,1794314444.16,855330794.58,327646230.34,1529328547.75,883648097.11,621825359.82,564597565.30,300043292.81,1598643400.81,1181136610.54,543027682.90,1284518303.53,949361026.81,595635083.16,,1032178707.17,1907867268.67,1014616858.27,1658155992.88,1250029317.38,658068370.40,743441368.78,1181827820.18,937291316.02,1057377325.08,1309280243.86,968630455.89
2021-03-28,1042184275332.64,197943394049.89,40515567103.38,41937086118.27,37797370711.05,25186564703.20,6962666597.67,31949432348.55,10899687714.94,,9373412352.99,1679729292.85,14681213498.57,12309475803.59,11204160294.86,8696488972.77,1371809649.85,4447942286.04,3450746653.22,5835331137.94,7730027935.23,11879182277.28,3917766610.34,4581531841.02,8116732135.00,4360735480.27,0.00,3960406566.00,2976048951.56,2911729949.04,0.00,3399360958.03,2749781050.69,4476287262.90,1946747980.68,5172831052.64,3744034554.80,2560440187.73,3920049536.45,2522827633.38,1454482667.31,3145409204.93,3236712568.39,3028572830.10,2625694996.67,0.00,1873837099.67,4242874561.11,2370669414.30,2544258610.60,7442439825.29,3550332621.35,1633245813.68,2645841445.02,2039521150.99,2540182765.29,2033238920.88,2562190458.01,2271533797.94,1512990094.51,366944467.65,914695957.41,1784624268.91,2113572657.01,3187484126.64,1179503658.46,1459261213.86,1184313617.76,0.00,2169274670.23,1985367317.19,1458733058.01,2812532665.60,1766156956.55,888970914.50,328222186.02,1567277100.35,890240166.65,794824328.48,585616312.93,307162321.80,1608825212.46,1233202728.55,537640261.80,1332245677.67,948765332.55,595729252.25,,1106468545.06,1798952184.57,1127228945.87,1546009228.72,1252870570.09,722090726.97,748068708.12,1148597677.86,916498473.50,1075536744.94,1266824137.71,947126474.67
2021-03-29,1039333584621.14,194647792269.72,40696987500.42,41484697966.04,38106805966.65,25262286543.94,7015286857.66,31468649102.25,10989945486.61,,9259482486.44,1719096198.96,14479575407.09,12293800338.09,11088428480.39,9003984196.86,1378954693.74,4849136131.61,3486369720.04,5927948875.66,7681767523.25,12803449385.32,3914613192.92,4548184792.02,7707732162.52,4279471924.31,0.00,4144673807.08,2993764421.69,3147443257.82,0.00,3643463345.09,2628987446.69,4597808125.44,1862722469.00,5127272196.47,3706331196.26,2674347432.22,3882554381.55,2355900755.56,1423629181.66,3227780391.63,3235470396.68,3219144139.34,2610196190.46,0.00,1824225962.54,4621914961.82,2467094638.55,2407939418.74,7292140050.73,3650238012.09,1631620348.06,2641719466.92,2051962827.42,2442374140.95,2073983098.00,2452270259.25,2129205679.12,1582514891.74,342591171.36,872339137.44,1799103934.52,2119933062.60,3309150587.54,1176639709.80,1571740838.40,1176559457.51,0.00,2315732181.78,2048060995.41,1410261469.38,2874826531.66,1851992445.13,911908506.92,335517824.52,1553424921.69,848425278.22,764317703.39,573954950.02,301807932.74,1638329342.52,1462406103.80,550728869.32,1312100017.07,984641532.32,604380093.54,,1224086136.43,2218790269.84,1198767922.25,1894999154.06,1234692230.57,742542166.21,820507860.36,1112417261.12,1010002648.09,1100007033.75,1252890450.44,993364786.86
2021-03-30,1075942162536.99,209088522651.80,40527975007.60,42478850221.41,38374558120.77,25942283784.41,7079729288.07,33490535900.77,10809771379.20,,9674400007.12,1909032206.39,15091221585.91,12940782960.66,11690621458.17,9216186028.38,1457417241.41,5060496028.96,3480427211.95,5956566711.46,8044096567.15,13120834411.67,4071032963.17,4645040066.72,7858661662.06,4494380950.60,0.00,4184364634.09,2987650644.83,3198802267.71,0.00,3947369551.49,2879111182.76,4786320966.33,1894434183.76,5509076506.84,3868134695.13,2728496827.78,4127018546.27,2436612592.76,1545684094.38,3490514730.50,3426110275.33,3714899469.58,2650408288.94,0.00,1849842597.39,4918109409.27,2643830079.45,2501171254.26,7441532333.24,3804266244.02,1829658180.03,2852791336.34,2029993413.56,2626223440.31,2146606152.43,2489299650.03,2219276072.22,1578659512.74,406299428.98,903834533.77,2279478724.14,2198592868.30,3454378626.45,1280429555.05,1632664419.97,1240261413.98,0.00,2317982934.19,2115815462.88,1490698118.60,2845768315.95,1929802206.78,932999605.35,342177723.60,1610824364.20,906378237.54,776485059.84,604608940.10,324269510.53,1699344915.11,1436695392.47,579752377.13,1310588843.34,1048678419.12,637500352.50,,1339339501.54,2165433197.85,1201911184.64,1881593698.61,1289600412.87,746469653.53,950177474.67,1116623525.76,1103386651.51,1202446864.18,1311675472.58,1033602795.19
2021-03-31,1095293012032.84,212080597430.12,40730247053.69,47742356655.60,38747164636.98,25985680163.48,7046811980.47,33200100559.22,10903519641.17,,9795809463.59,1856521326.27,14830155560.66,13065676967.19,11533777805.74,9137859324.79,1507325759.50,5140859722.05,3584841050.98,5807689883.64,8210544641.75,12949367808.59,4137870474.08,4720243691.52,9346428738.18,4683824795.22,0.00,4351281225.22,3014474385.60,3164391918.99,0.00,4366149032.54,3479871230.93,4718832934.43,1882989869.23,5568576919.03,3864618557.92,2794041662.87,4242456380.28,2694146012.23,1691324623.28,3487151969.05,3541748899.43,3464285396.35,2647646499.71,0.00,1836207032.96,4870508711.75,2908476316.54,3032645494.88,7288443175.65,3790153625.74,1812178916.02,3075166491.02,1976527323.16,2607041323.68,2174980797.33,2486236223.06,2160435819.93,1599916247.12,443197818.66,996680771.70,3184175730.01,2302927581.47,3534939708.64,1279677228.80,1686378799.35,1230500577.76,0.00,2314344112.50,2188229434.32,1540007126.43,2822020419.68,2118980280.54,945213520.77,329627541.86,1632921751.15,908271670.40,760049899.84,633629052.29,329674949.07,1741323303.58,1439834108.93,569906115.18,1303272589.43,998705028.06,644568078.83,,1310722095.00,2160502754.62,1214255957.69,1770231911.51,1273152243.50,755587912.87,930174874.22,1103839442.82,1089801012.11,1418399472.98,1389080209.01,1007359491.71
2021-04-01,1098127310946.90,221210690537.73,40816914163.93,46841566978.95,38261200550.94,26345850652.66,7014689872.85,36315780875.42,10825119295.70,,10136792990.46,1804980922.60,14611600101.94,13117192834.59,12076610997.82,9251273821.66,1648062946.42,5229172252.45,3484585591.37,5721910618.23,8244287417.23,12242179343.53,4572649116.58,6602014663.82,11887088710.10,4772072359.93,0.00,4403863579.42,3011705401.80,3583895878.43,0.00,4589783313.89,3600590133.07,4547557113.15,1912421633.12,5448700392.64,4066743719.38,2776642990.61,4246360636.74,2649470835.03,1844928055.76,3680545418.71,3534248646.95,3535681209.16,2636800937.46,0.00,1847987039.21,4457248395.85,2862114549.35,3353614978.88,7298712158.53,3667524624.18,1913889788.08,2863001316.41,1946771321.10,2632972264.59,2233762630.81,2447974095.00,2053765093.23,1621615752.30,425955419.43,1044577219.73,2997586482.32,2301335434.82,3443650366.62,1305060188.49,1719054317.22,1195754062.76,0.00,2380751555.46,2108060085.69,1540109240.98,2675264219.38,2011919619.08,973526914.34,328194083.51,1641726023.50,972585890.99,793845815.82,682757071.59,371312517.87,1695223785.99,1345738461.69,561584058.91,1277786309.76,1050456771.38,691099372.34,,1381735266.07,2103712374.36,1258276123.22,1657848227.19,1283734468.12,791253939.63,1113007821.04,1075873524.12,1073819183.98,1428881407.14,1477925590.51,937062419.43
2021-04-02,1098583823874.23,227187483748.83,40835188151.58,52021709574.68,37885255531.38,26156246584.42,7924888032.65,36943423386.29,10874663109.11,,10399178181.91,1823902343.37,14932924434.38,13533388233.86,12533071757.56,9812653669.44,1672809006.55,5115358904.40,3529127382.28,5785080929.19,8249099340.35,11514319689.05,5293164104.12,6185926428.29,11982302303.37,4793666899.12,0.00,4438583308.61,2962556909.51,3699956601.80,0.00,4531537765.22,3747534041.31,4640892111.94,2085953067.10,5557458629.58,4267908985.33,2847407021.69,4391363683.42,2515884107.60,1960064479.41,3896074729.81,3591970925.91,3472590785.48,2667772965.20,0.00,1825488358.95,4168095829.44,2980393100.27,3620042618.94,7164929415.79,3628818616.84,2191805501.59,2799081807.90,1946727139.16,2832507309.29,2349975441.96,2608122393.19,2089950939.85,1648440935.84,463928533.52,1123654947.77,3116390142.61,2317882806.55,3387821424.70,1329573786.87,1817329880.97,1183586477.21,0.00,2332223340.50,2136557916.10,1563563451.41,2677290843.08,2012040267.44,983328723.40,322002565.87,1662749405.23,1049729859.89,972946634.92,677659710.86,380181035.96,1722894682.34,1346324773.95,614193224.58,1324953925.19,1132371955.35,679944431.48,,1405590601.13,2181654244.49,1387228279.55,1652537192.12,1309658852.36,816287110.72,1040029096.14,1045456581.97,1122774733.29,1478532186.25,1457061674.03,945714651.52
2021-04-03,1103133931136.55,246446284273.69,41789686877.70,52098346307.82,38175120188.83,27689105144.12,7507812667.99,40042895373.82,10920631184.15,,10882659469.71,1916347718.37,15638764057.08,14186398806.42,13510625678.04,10093142293.65,1768208524.87,5287278539.19,3830732805.90,6139801986.35,8290876626.96,11671063105.30,5915688813.58,6571170922.98,10997142646.53,5246698609.91,0.00,4590222361.54,3034608560.98,3748226294.64,0.00,4728646975.67,4054425307.65,4826068254.00,2252282707.77,5789354663.00,4595208601.97,2843346212.79,4511133412.90,2528150346.67,1946518120.95,4042177218.37,3699080375.10,3539373007.84,2992600651.27,0.00,1914873373.87,4073901067.67,3100936627.05,4719338604.72,7176012887.20,3703609746.41,2379284552.13,2776575966.72,1933074016.71,3158354037.09,2459321754.78,2924336133.94,2295087030.16,1667896334.86,465650226.86,1119616675.45,4157730476.05,2338558777.71,3420144825.50,1423436411.68,1866543023.66,1309768801.30,0.00,2369009787.09,2404202604.16,1570387173.26,2634855491.62,2019177564.09,972586153.70,327879375.76,1650521715.16,1053152842.37,1020554173.97,684104270.16,398684970.20,1793809508.16,1375571267.81,656238737.27,1279006128.78,1138149509.01,682338272.58,2263704737.23,1448500006.60,2314924270.62,1489001661.79,1594107702.48,1363467740.68,798156913.58,1057422126.59,1023472799.54,1078144434.32,1503266401.66,1520394445.52,1045365970.09
